CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwNoer
26430,MS.,PAULA,SANZ,11/10/1975,S,Female,paula21@phoenixanalytic.co.ke,70000,0,Bachelors,Professional,No
26431,MR.,SHAUN,RAI,8/16/1974,S,Male,shaun18@phoenixanalytic.co.ke,60000,0,Bachelors,Professional,Yes
26432,MS.,ISABEL,SIMMONS,11/21/1975,M,Female,isabel14@phoenixanalytic.co.ke,80000,0,Bachelors,Professional,Yes
26433,MR.,NELSON,RUBIO,7/27/1975,M,Male,nelson20@phoenixanalytic.co.ke,90000,0,Bachelors,Professional,Yes
26434,MS.,MALLORY,ROMERO,8/23/1974,S,Female,mallory16@phoenixanalytic.co.ke,90000,0,Bachelors,Professional,Yes
26435,MS.,YOLANDA,GOEL,10/06/1973,M,Female,yolanda18@phoenixanalytic.co.ke,90000,0,Bachelors,Professional,No
26436,MS.,BRIANA,CARLSON,12/26/1973,S,Female,briana15@phoenixanalytic.co.ke,110000,0,Partial College,Management,Yes
26437,MS.,TIFFANY,ZHU,6/19/1973,S,Female,tiffany14@phoenixanalytic.co.ke,110000,0,Partial College,Management,Yes
26438,MRS.,ALISHA,SHEN,4/21/1973,M,Female,alisha26@phoenixanalytic.co.ke,130000,4,High School,Management,Yes
26439,MR.,ISAAC,MORRIS,03/05/1972,S,Male,isaac18@phoenixanalytic.co.ke,100000,0,High School,Management,Yes
26440,MR.,DEVIN,GREEN,1/14/1972,S,Male,devin28@phoenixanalytic.co.ke,100000,0,High School,Management,No
26441,MR.,RANDY,LU,03/12/1971,M,Male,randy13@phoenixanalytic.co.ke,80000,0,Bachelors,Professional,Yes
26442,MS.,BARBARA,HUANG,01/07/1972,S,Female,barbara15@phoenixanalytic.co.ke,120000,0,Partial High School,Professional,No
26443,MS.,KATHRYN,SHE,7/26/1971,M,Female,kathryn0@phoenixanalytic.co.ke,100000,0,High School,Management,Yes
26444,MS.,PAMELA,LOPEZ,10/05/1970,S,Female,pamela20@phoenixanalytic.co.ke,100000,0,Partial High School,Professional,Yes
26445,MR.,AIDAN,FOSTER,09/06/1970,S,Male,aidan17@phoenixanalytic.co.ke,110000,0,High School,Management,No
26446,MR.,JAMIE,MUÑOZ,03/09/1970,S,Male,jamie31@phoenixanalytic.co.ke,130000,5,High School,Management,Yes
26447,MR.,NOAH,RUSSELL,4/20/1971,S,Male,noah17@phoenixanalytic.co.ke,110000,0,High School,Management,No
26448,MRS.,KARA,YUAN,12/26/1948,M,Female,kara7@phoenixanalytic.co.ke,30000,4,High School,Professional,Yes
26449,MR.,JARED,GRAY,03/11/1948,M,Male,jared9@phoenixanalytic.co.ke,30000,4,High School,Professional,Yes
26450,MRS.,LAUREN,RAMIREZ,12/28/1947,S,Female,lauren17@phoenixanalytic.co.ke,30000,4,High School,Professional,Yes
26451,MRS.,MARIAH,PERRY,8/13/1937,M,Female,mariah12@phoenixanalytic.co.ke,40000,4,High School,Professional,Yes
26452,MR.,JAMES,MARTINEZ,4/17/1937,S,Male,james90@phoenixanalytic.co.ke,50000,3,Graduate Degree,Management,Yes
26453,MR.,COLE,PETERSON,3/17/1937,S,Male,cole7@phoenixanalytic.co.ke,50000,3,Graduate Degree,Management,Yes
26454,MR.,SEBASTIAN,COX,11/26/1937,M,Male,sebastian11@phoenixanalytic.co.ke,50000,3,Graduate Degree,Management,Yes
26455,MR.,SAMUEL,CARTER,6/17/1939,M,Male,samuel40@phoenixanalytic.co.ke,60000,3,Graduate Degree,Management,Yes
26456,MR.,XAVIER,PETERSON,04/05/1939,S,Male,xavier71@phoenixanalytic.co.ke,60000,3,Graduate Degree,Management,Yes
26457,MRS.,SYDNEY,MOORE,8/13/1939,S,Female,sydney72@phoenixanalytic.co.ke,60000,3,Graduate Degree,Management,Yes
26458,MR.,RYAN,MOORE,07/04/1939,M,Male,ryan47@phoenixanalytic.co.ke,60000,3,Graduate Degree,Management,Yes
26459,MRS.,ANGELICA,HAYES,8/20/1939,S,Female,angelica22@phoenixanalytic.co.ke,60000,3,Graduate Degree,Management,Yes
26460,MRS.,GABRIELLA,COOK,03/09/1940,M,Female,gabriella19@phoenixanalytic.co.ke,60000,3,Bachelors,Management,Yes
26461,MRS.,BROOKE,HOWARD,11/24/1940,S,Female,brooke10@phoenixanalytic.co.ke,60000,3,Bachelors,Management,No
26462,MRS.,LAUREN,KELLY,2/21/1940,S,Female,lauren45@phoenixanalytic.co.ke,60000,3,Bachelors,Management,No
26463,MRS.,ALEXA,ROGERS,10/03/1940,S,Female,alexa18@phoenixanalytic.co.ke,60000,3,Bachelors,Management,No
26464,MRS.,ALEXANDRIA,GRIFFIN,11/04/1941,S,Female,alexandria21@phoenixanalytic.co.ke,40000,4,High School,Professional,No
26465,MRS.,ANDREA,EVANS,06/05/1941,S,Female,andrea24@phoenixanalytic.co.ke,50000,3,Bachelors,Management,Yes
26466,MR.,KEVIN,TURNER,3/25/1941,S,Male,kevin42@phoenixanalytic.co.ke,50000,3,Bachelors,Management,No
26467,MRS.,NICOLE,BROOKS,8/22/1941,S,Female,nicole45@phoenixanalytic.co.ke,50000,3,Bachelors,Management,No
26468,MRS.,ALYSSA,BROWN,5/14/1941,M,Female,alyssa3@phoenixanalytic.co.ke,50000,3,Bachelors,Management,Yes
26469,MRS.,JOY,ALVAREZ,11/06/1941,S,Female,joy5@phoenixanalytic.co.ke,50000,3,Bachelors,Management,No
26470,MR.,MARCUS,COOPER,11/18/1941,M,Male,marcus84@phoenixanalytic.co.ke,50000,4,Bachelors,Management,Yes
26471,MR.,EDWARD,PEREZ,2/13/1942,M,Male,edward14@phoenixanalytic.co.ke,50000,4,Bachelors,Management,Yes
26472,MR.,DAVID,HUGHES,03/08/1942,S,Male,david44@phoenixanalytic.co.ke,50000,4,Bachelors,Management,Yes
26473,MRS.,ANNA,WOOD,4/19/1942,S,Female,anna26@phoenixanalytic.co.ke,50000,4,Bachelors,Management,No
26474,MRS.,MACKENZIE,MORRIS,1/19/1943,S,Female,mackenzie17@phoenixanalytic.co.ke,60000,4,Bachelors,Management,No
26475,MRS.,ISABELLA,GONZALEZ,10/03/1944,S,Female,isabella48@phoenixanalytic.co.ke,30000,4,High School,Professional,No
26476,MR.,JORDAN,JAI,8/22/1944,M,Male,jordan28@phoenixanalytic.co.ke,30000,5,Partial High School,Clerical,No
26477,MR.,JOEL,RANA,04/07/1947,S,Male,joel10@phoenixanalytic.co.ke,40000,4,High School,Professional,Yes
26478,MRS.,SARA,COLLINS,10/26/1947,S,Female,sara27@phoenixanalytic.co.ke,40000,4,High School,Professional,Yes
26479,MRS.,KATHERINE,COOK,02/09/1947,S,Female,katherine7@phoenixanalytic.co.ke,40000,4,High School,Professional,No
26480,MRS.,JACQUELINE,PATTERSON,6/22/1945,S,Female,jacqueline11@phoenixanalytic.co.ke,20000,5,Partial High School,Clerical,No
26481,MR.,LUKE,YOUNG,10/03/1945,M,Male,luke48@phoenixanalytic.co.ke,30000,5,Partial High School,Skilled Manual,Yes
26482,MRS.,SYDNEY,HILL,5/17/1945,M,Female,sydney63@phoenixanalytic.co.ke,30000,5,Partial High School,Skilled Manual,Yes
26483,MRS.,TAYLOR,WARD,3/19/1945,S,Female,taylor15@phoenixanalytic.co.ke,30000,5,Partial High School,Skilled Manual,No
26484,MR.,FERNANDO,PATTERSON,04/03/1946,S,Male,fernando53@phoenixanalytic.co.ke,40000,5,High School,Professional,No
26485,MR.,JASON,BRYANT,06/07/1946,M,Male,jason15@phoenixanalytic.co.ke,40000,5,High School,Professional,Yes
26486,MRS.,ANDREA,COOK,07/04/1946,M,Female,andrea21@phoenixanalytic.co.ke,40000,5,High School,Professional,No
26487,MR.,VINCENT,MA,4/18/1946,S,Male,vincent15@phoenixanalytic.co.ke,70000,5,Bachelors,Management,Yes
26488,MRS.,JULIA,RODRIGUEZ,10/13/1947,M,Female,julia41@phoenixanalytic.co.ke,40000,2,High School,Professional,Yes
26489,MR.,JORDAN,COLLINS,04/11/1947,S,Male,jordan56@phoenixanalytic.co.ke,70000,2,Bachelors,Management,Yes
26490,MR.,ANTONIO,SIMMONS,2/23/1947,S,Male,antonio15@phoenixanalytic.co.ke,70000,2,Bachelors,Management,No
26491,MRS.,RILEY,SANCHEZ,11/19/1947,S,Female,riley37@phoenixanalytic.co.ke,70000,2,Bachelors,Management,No
26492,MR.,RYAN,RODRIGUEZ,2/25/1947,M,Male,ryan56@phoenixanalytic.co.ke,70000,2,Bachelors,Management,Yes
26493,MR.,LAWRENCE,RAMOS,09/04/1947,M,Male,lawrence16@phoenixanalytic.co.ke,70000,2,Bachelors,Management,Yes
26494,MR.,NICHOLAS,WHITE,2/22/1947,M,Male,nicholas13@phoenixanalytic.co.ke,70000,2,Partial College,Professional,Yes
26495,MRS.,ALLISON,BAKER,12/16/1948,S,Female,allison39@phoenixanalytic.co.ke,40000,2,High School,Professional,Yes
26496,MRS.,CASSIDY,GRIFFIN,11/08/1948,M,Female,cassidy22@phoenixanalytic.co.ke,40000,2,High School,Professional,Yes
26497,MRS.,KAREN,SANCHEZ,07/06/1948,M,Female,karen33@phoenixanalytic.co.ke,60000,2,Partial College,Professional,Yes
26498,MR.,ETHAN,HAYES,10/26/1948,M,Male,ethan19@phoenixanalytic.co.ke,60000,2,Partial College,Professional,Yes
26499,MRS.,RENEE,RUIZ,2/18/1948,M,Female,renee2@phoenixanalytic.co.ke,60000,2,Partial College,Professional,Yes
26500,MR.,BILLY,RUIZ,3/22/1948,M,Male,billy3@phoenixanalytic.co.ke,60000,2,Partial College,Professional,Yes
26501,MRS.,ALLISON,PARKER,02/03/1948,S,Female,allison30@phoenixanalytic.co.ke,60000,2,Partial College,Professional,Yes
26502,MRS.,TAYLOR,BROWN,05/02/1948,S,Female,taylor51@phoenixanalytic.co.ke,60000,2,Partial College,Professional,Yes
26503,MR.,JEREMIAH,TOWNSEND,02/03/1949,M,Male,jeremiah41@phoenixanalytic.co.ke,40000,2,Partial High School,Skilled Manual,Yes
26504,MRS.,JENNIFER,ROBINSON,8/20/1949,M,Female,jennifer45@phoenixanalytic.co.ke,40000,2,Partial High School,Skilled Manual,Yes
26505,MRS.,JENNIFER,WRIGHT,8/17/1949,M,Female,jennifer23@phoenixanalytic.co.ke,40000,2,Partial High School,Skilled Manual,Yes
26506,MRS.,RUTH,SRINI,7/17/1949,S,Female,ruth13@phoenixanalytic.co.ke,60000,2,Partial College,Professional,Yes
26507,MRS.,ABHIJIT,THAKUR,02/02/1949,M,Female,abhijit0@phoenixanalytic.co.ke,60000,2,Partial College,Professional,Yes
26508,MR.,MARCUS,ROSS,7/14/1949,M,Male,marcus53@phoenixanalytic.co.ke,60000,2,Partial College,Professional,Yes
26509,MR.,SETH,TAYLOR,03/05/1949,S,Male,seth9@phoenixanalytic.co.ke,60000,2,Partial College,Professional,No
26510,MR.,JACK,SCOTT,3/18/1949,S,Male,jack50@phoenixanalytic.co.ke,60000,2,Partial College,Professional,Yes
26511,MR.,CHARLES,WEISMAN,08/07/1949,M,Male,charles16@phoenixanalytic.co.ke,70000,5,Partial College,Professional,Yes
26512,MRS.,CHRISTINA,COOPER,02/01/1950,M,Female,christina16@phoenixanalytic.co.ke,40000,2,Partial High School,Skilled Manual,No
26513,MRS.,STACY,MORENO,02/03/1950,S,Female,stacy7@phoenixanalytic.co.ke,60000,2,Partial College,Professional,No
26514,MR.,CAMERON,POWELL,4/15/1950,M,Male,cameron3@phoenixanalytic.co.ke,70000,4,Partial College,Professional,No
26515,MRS.,ZOE,WATSON,9/16/1950,M,Female,zoe0@phoenixanalytic.co.ke,70000,4,Partial College,Professional,Yes
26516,MRS.,JILL,PERRY,09/07/1950,M,Female,jill32@phoenixanalytic.co.ke,70000,4,Partial College,Professional,Yes
26517,MRS.,MELANIE,GRIFFIN,02/07/1950,M,Female,melanie8@phoenixanalytic.co.ke,70000,4,Partial College,Professional,Yes
26518,MR.,MARCUS,LEE,6/16/1950,S,Male,marcus23@phoenixanalytic.co.ke,70000,4,Partial College,Professional,Yes
26519,,BRIANNA,WOOD,01/02/1950,M,NA,brianna49@phoenixanalytic.co.ke,80000,3,Bachelors,Management,Yes
26520,MRS.,CHLOE,RAMIREZ,10/24/1951,S,Female,chloe61@phoenixanalytic.co.ke,60000,2,High School,Professional,No
26521,MR.,NATHAN,TAYLOR,06/01/1951,M,Male,nathan67@phoenixanalytic.co.ke,60000,2,High School,Professional,No
26522,MR.,LOGAN,THOMPSON,9/27/1951,M,Male,logan67@phoenixanalytic.co.ke,60000,2,Partial College,Professional,Yes
26523,MRS.,CASEY,RAJI,11/16/1951,S,Female,casey21@phoenixanalytic.co.ke,60000,2,Partial College,Professional,Yes
26524,MR.,ANTHONY,ROBINSON,05/05/1951,M,Male,anthony4@phoenixanalytic.co.ke,60000,2,Partial College,Professional,Yes
26525,MR.,JEREMY,BELL,4/26/1952,S,Male,jeremy42@phoenixanalytic.co.ke,70000,2,High School,Professional,Yes
26526,MR.,BLAKE,COLEMAN,8/18/1952,M,Male,blake53@phoenixanalytic.co.ke,70000,2,High School,Professional,Yes
26527,MR.,OSCAR,HAYES,09/09/1952,M,Male,oscar8@phoenixanalytic.co.ke,70000,2,Partial High School,Skilled Manual,Yes
26528,MR.,SAMUEL,GARCIA,05/04/1953,S,Male,samuel55@phoenixanalytic.co.ke,60000,3,High School,Professional,Yes
26529,MRS.,JASMINE,DAVIS,10/05/1969,S,Female,jasmine5@phoenixanalytic.co.ke,70000,5,Graduate Degree,Professional,Yes
26530,MRS.,RILEY,MORGAN,3/13/1969,M,Female,riley33@phoenixanalytic.co.ke,70000,5,Graduate Degree,Professional,No
26531,MR.,JEREMY,REED,04/08/1969,M,Male,jeremy46@phoenixanalytic.co.ke,70000,5,Graduate Degree,Professional,Yes
26532,MS.,ANGELA,BARNES,09/12/1968,S,Female,angela5@phoenixanalytic.co.ke,80000,0,Bachelors,Management,No
26534,MR.,FERNANDO,SMITH,02/11/1968,S,Male,fernando1@phoenixanalytic.co.ke,90000,4,Bachelors,Management,Yes
26536,MS.,KATHERINE,THOMAS,10/05/1967,S,Female,katherine81@phoenixanalytic.co.ke,100000,0,Bachelors,Management,Yes
26537,MR.,WYATT,PEREZ,4/15/1967,S,Male,wyatt41@phoenixanalytic.co.ke,100000,1,Bachelors,Management,Yes
26538,MR.,WARREN,BLACK,11/18/1968,M,Male,warren10@phoenixanalytic.co.ke,110000,2,Graduate Degree,Management,Yes
26539,MRS.,FAITH,HAYES,4/25/1968,S,Female,faith22@phoenixanalytic.co.ke,130000,1,Graduate Degree,Management,No
26540,MRS.,JADA,SANCHEZ,10/22/1968,S,Female,jada16@phoenixanalytic.co.ke,170000,1,Graduate Degree,Management,No
26541,MS.,ALEXIS,BUTLER,05/05/1979,M,Female,alexis37@phoenixanalytic.co.ke,40000,0,Partial College,Skilled Manual,Yes
26542,MR.,JAMIE,TORRES,3/25/1978,M,Male,jamie34@phoenixanalytic.co.ke,40000,0,Bachelors,Professional,No
26543,MRS.,SUSAN,GUO,1/21/1947,S,Female,susan28@phoenixanalytic.co.ke,10000,2,High School,Skilled Manual,No
26544,MS.,RILEY,RAMIREZ,3/24/1978,M,Female,riley26@phoenixanalytic.co.ke,30000,0,Partial College,Skilled Manual,Yes
26545,MS.,TAYLOR,ROSS,01/08/1978,M,Female,taylor29@phoenixanalytic.co.ke,60000,0,Partial College,Skilled Manual,No
26546,MR.,MIGUEL,BENNETT,6/26/1978,M,Male,miguel47@phoenixanalytic.co.ke,60000,0,Partial College,Skilled Manual,Yes
26547,MRS.,BARBARA,BECK,05/09/1946,S,Female,barbara48@phoenixanalytic.co.ke,30000,2,Partial College,Clerical,No
26548,MR.,CASEY,SUAREZ,05/11/1947,S,Male,casey43@phoenixanalytic.co.ke,20000,4,High School,Skilled Manual,No
26549,MR.,JAMIE,SANZ,8/15/1948,S,Male,jamie42@phoenixanalytic.co.ke,20000,2,Partial High School,Clerical,Yes
26550,MR.,ALEX,MORRIS,10/28/1977,S,Male,alex22@phoenixanalytic.co.ke,40000,0,Bachelors,Professional,No
26551,MR.,NOAH,MOORE,9/20/1977,S,Male,noah47@phoenixanalytic.co.ke,40000,0,Partial College,Skilled Manual,Yes
26552,MS.,JUDITH,TURNER,03/12/1977,M,Female,judith2@phoenixanalytic.co.ke,40000,0,Partial College,Skilled Manual,Yes
26553,MS.,KAYLA,POWELL,05/10/1977,S,Female,kayla32@phoenixanalytic.co.ke,40000,0,Partial College,Skilled Manual,Yes
26554,MR.,MICHAEL,GARCIA,5/16/1977,S,Male,michael48@phoenixanalytic.co.ke,60000,0,Partial College,Skilled Manual,No
26555,MR.,JEREMY,PERRY,6/13/1977,S,Male,jeremy25@phoenixanalytic.co.ke,70000,0,Partial College,Skilled Manual,No
26556,MR.,JEREMY,COOPER,05/04/1976,M,Male,jeremy38@phoenixanalytic.co.ke,60000,0,Partial College,Skilled Manual,No
26558,MRS.,HOLLY,GARCIA,8/25/1949,M,Female,holly14@phoenixanalytic.co.ke,10000,2,Partial High School,Clerical,No
26559,MR.,MARSHALL,YE,5/16/1949,S,Male,marshall8@phoenixanalytic.co.ke,10000,2,Partial High School,Clerical,Yes
26560,MRS.,LINDSEY,SHEN,06/04/1951,M,Female,lindsey2@phoenixanalytic.co.ke,20000,2,Partial High School,Clerical,Yes
26561,MRS.,HANNAH,LEWIS,05/06/1951,M,Female,hannah19@phoenixanalytic.co.ke,20000,2,Partial High School,Clerical,Yes
26562,MR.,EDWARD,WILSON,1/24/1953,M,Male,edward29@phoenixanalytic.co.ke,40000,2,Partial College,Skilled Manual,Yes
26563,MR.,KEITH,SHE,1/24/1953,M,Male,keith2@phoenixanalytic.co.ke,40000,2,Partial College,Skilled Manual,Yes
26564,,FRANKLIN,CHEN,9/26/1954,S,NA,franklin2@phoenixanalytic.co.ke,40000,3,Partial High School,Clerical,No
26565,MR.,GABRIEL,MITCHELL,5/20/1954,S,Male,gabriel42@phoenixanalytic.co.ke,40000,3,Partial High School,Clerical,No
26566,MRS.,CRYSTAL,CHEN,3/23/1954,S,Female,crystal4@phoenixanalytic.co.ke,40000,3,Partial High School,Clerical,No
26567,MRS.,MICHELE,RAI,10/07/1955,S,Female,michele18@phoenixanalytic.co.ke,80000,2,Partial College,Skilled Manual,No
26568,,NANCY,KOVAR,08/11/1955,S,NA,nancy8@phoenixanalytic.co.ke,80000,2,Partial College,Skilled Manual,Yes
26569,MRS.,MICHELLE,SANCHEZ,08/09/1955,M,Female,michelle24@phoenixanalytic.co.ke,80000,2,Partial College,Skilled Manual,Yes
26570,MR.,HUNTER,GONZALES,05/11/1955,M,Male,hunter14@phoenixanalytic.co.ke,80000,2,Partial College,Skilled Manual,Yes
26571,MRS.,LACEY,PAL,2/16/1955,S,Female,lacey2@phoenixanalytic.co.ke,80000,2,Partial College,Skilled Manual,No
26572,MS.,JESSICA,RUSSELL,11/19/1975,S,Female,jessica44@phoenixanalytic.co.ke,40000,0,Partial College,Skilled Manual,No
26573,MS.,SAMANTHA,CLARK,5/18/1975,M,Female,samantha20@phoenixanalytic.co.ke,40000,0,High School,Skilled Manual,Yes
26574,MR.,JORDAN,ALLEN,9/26/1975,M,Male,jordan76@phoenixanalytic.co.ke,40000,0,High School,Skilled Manual,Yes
26575,MS.,TONI,GONZALEZ,07/08/1975,S,Female,toni19@phoenixanalytic.co.ke,40000,0,High School,Skilled Manual,No
26576,MS.,KAITLYN,ROBINSON,01/10/1975,M,Female,kaitlyn41@phoenixanalytic.co.ke,60000,0,Partial College,Skilled Manual,Yes
26577,MS.,CINDY,EDWARDS,02/02/1975,M,Female,cindy20@phoenixanalytic.co.ke,60000,0,Partial College,Skilled Manual,Yes
26578,MR.,JEREMY,WHITE,10/25/1975,S,Male,jeremy3@phoenixanalytic.co.ke,60000,0,Partial College,Skilled Manual,Yes
26579,MR.,HUNTER,HAYES,5/22/1974,S,Male,hunter18@phoenixanalytic.co.ke,50000,0,High School,Skilled Manual,No
26580,MS.,PAIGE,RAMIREZ,7/17/1974,M,Female,paige30@phoenixanalytic.co.ke,50000,0,High School,Skilled Manual,Yes
26581,MS.,MARIAH,PATTERSON,11/22/1973,M,Female,mariah15@phoenixanalytic.co.ke,60000,0,Partial College,Skilled Manual,Yes
26582,MR.,FERNANDO,MOORE,03/03/1973,M,Male,fernando8@phoenixanalytic.co.ke,60000,0,Partial College,Skilled Manual,Yes
26583,MR.,JAMES,PATTERSON,8/13/1976,S,Male,james26@phoenixanalytic.co.ke,60000,0,Partial College,Professional,No
26584,MR.,BENJAMIN,ALEXANDER,2/24/1976,M,Male,benjamin20@phoenixanalytic.co.ke,60000,0,Partial College,Professional,No
26585,MR.,ALEJANDRO,XU,7/15/1956,S,Male,alejandro15@phoenixanalytic.co.ke,80000,2,High School,Skilled Manual,Yes
26586,MS.,ALEXANDRA,BAKER,07/12/1976,M,Female,alexandra58@phoenixanalytic.co.ke,60000,0,Partial College,Professional,Yes
26587,MR.,MARIO,JOHNSEN,03/08/1957,S,Male,mario9@phoenixanalytic.co.ke,70000,2,High School,Skilled Manual,No
26588,MR.,DUSTIN,PAL,9/21/1957,M,Male,dustin12@phoenixanalytic.co.ke,70000,2,High School,Skilled Manual,Yes
26589,MRS.,JULIE,TANG,08/05/1957,S,Female,julie8@phoenixanalytic.co.ke,70000,2,High School,Professional,Yes
26590,MR.,JORGE,GUO,12/01/1958,M,Male,jorge20@phoenixanalytic.co.ke,100000,1,Bachelors,Management,Yes
26591,MRS.,AIMEE,CHEN,08/05/1958,S,Female,aimee2@phoenixanalytic.co.ke,100000,1,Bachelors,Management,Yes
26592,MRS.,BRENDA,LOPEZ,05/07/1959,S,Female,brenda20@phoenixanalytic.co.ke,100000,1,Bachelors,Management,Yes
26593,MR.,EDUARDO,CAMPBELL,3/18/1966,S,Male,eduardo40@phoenixanalytic.co.ke,130000,0,Graduate Degree,Management,No
26594,MRS.,MELISSA,WOOD,08/06/1957,M,Female,melissa21@phoenixanalytic.co.ke,70000,2,Partial High School,Skilled Manual,Yes
26595,MRS.,ALYSSA,BAILEY,04/05/1957,M,Female,alyssa33@phoenixanalytic.co.ke,70000,2,Partial High School,Skilled Manual,Yes
26596,MR.,ANTONIO,HAYES,06/02/1964,M,Male,antonio23@phoenixanalytic.co.ke,60000,4,Bachelors,Skilled Manual,Yes
26597,MRS.,MADISON,LEWIS,01/05/1964,S,Female,madison21@phoenixanalytic.co.ke,60000,4,Bachelors,Skilled Manual,No
26598,MR.,CHARLES,ADAMS,03/02/1964,S,Male,charles35@phoenixanalytic.co.ke,60000,4,Bachelors,Skilled Manual,Yes
26599,MRS.,ALLISON,REED,1/14/1964,M,Female,allison20@phoenixanalytic.co.ke,60000,4,Bachelors,Skilled Manual,Yes
26600,MRS.,MICHELLE,GRAY,7/22/1964,S,Female,michelle7@phoenixanalytic.co.ke,60000,4,Bachelors,Skilled Manual,No
26601,MR.,KYLE,GONZALEZ,6/24/1964,S,Male,kyle38@phoenixanalytic.co.ke,60000,4,Bachelors,Skilled Manual,Yes
26602,MR.,NOAH,YANG,10/04/1963,S,Male,noah23@phoenixanalytic.co.ke,70000,4,Bachelors,Professional,Yes
26603,MRS.,SHEILA,RUIZ,04/03/1963,S,Female,sheila2@phoenixanalytic.co.ke,70000,4,Bachelors,Professional,No
26604,MS.,ELIZABETH,WEST,11/07/1968,S,Female,elizabeth42@phoenixanalytic.co.ke,70000,0,Bachelors,Professional,No
26605,MR.,BRANDON,FOSTER,2/27/1963,S,Male,brandon13@phoenixanalytic.co.ke,70000,0,Bachelors,Professional,No
26606,MRS.,HANNAH,HARRIS,12/03/1963,S,Female,hannah12@phoenixanalytic.co.ke,60000,3,Graduate Degree,Professional,Yes
26607,MRS.,NATALIE,POWELL,07/11/1963,M,Female,natalie31@phoenixanalytic.co.ke,60000,3,Graduate Degree,Professional,Yes
26608,MR.,AARON,NELSON,7/17/1963,S,Male,aaron42@phoenixanalytic.co.ke,60000,3,Graduate Degree,Professional,No
26609,MRS.,ABIGAIL,KELLY,04/11/1962,M,Female,abigail23@phoenixanalytic.co.ke,70000,1,Partial College,Skilled Manual,Yes
26610,MRS.,MARY,PEREZ,11/09/1962,M,Female,mary25@phoenixanalytic.co.ke,70000,1,Partial College,Skilled Manual,Yes
26611,MRS.,KAYLA,HENDERSON,4/19/1962,M,Female,kayla29@phoenixanalytic.co.ke,70000,1,Partial College,Skilled Manual,Yes
26612,MRS.,JANET,ROMERO,03/04/1961,M,Female,janet14@phoenixanalytic.co.ke,40000,4,High School,Skilled Manual,Yes
26613,MRS.,PRISCILLA,LAL,6/25/1961,M,Female,priscilla8@phoenixanalytic.co.ke,40000,4,High School,Skilled Manual,Yes
26614,MR.,RICHARD,ROBINSON,06/05/1961,S,Male,richard12@phoenixanalytic.co.ke,40000,4,High School,Skilled Manual,Yes
26615,MR.,DAVID,POWELL,04/06/1961,M,Male,david41@phoenixanalytic.co.ke,60000,1,Partial College,Skilled Manual,Yes
26616,MR.,COLIN,GOEL,3/18/1960,M,Male,colin42@phoenixanalytic.co.ke,40000,0,Bachelors,Professional,No
26617,MR.,ISAIAH,PETERSON,10/11/1960,M,Male,isaiah4@phoenixanalytic.co.ke,60000,1,Partial College,Skilled Manual,Yes
26618,MRS.,AMANDA,MORRIS,2/18/1960,M,Female,amanda1@phoenixanalytic.co.ke,60000,1,Partial College,Skilled Manual,Yes
26619,MR.,THOMAS,HILL,3/26/1960,M,Male,thomas49@phoenixanalytic.co.ke,60000,1,Partial College,Skilled Manual,Yes
26620,MS.,ISABELLA,GREEN,5/21/1967,S,Female,isabella45@phoenixanalytic.co.ke,50000,0,Partial College,Skilled Manual,No
26621,MS.,SARAH,WOOD,5/22/1967,S,Female,sarah27@phoenixanalytic.co.ke,50000,0,Partial College,Skilled Manual,No
26622,MS.,JAN,HOWARD,09/05/1967,S,Female,jan9@phoenixanalytic.co.ke,50000,0,Partial College,Skilled Manual,No
26623,MS.,ALEXANDRA,ROSS,02/11/1967,S,Female,alexandra27@phoenixanalytic.co.ke,50000,0,Partial College,Skilled Manual,No
26624,MS.,ELIZABETH,RUSSELL,05/06/1967,S,Female,elizabeth48@phoenixanalytic.co.ke,50000,0,Partial College,Skilled Manual,No
26625,MS.,LAUREN,BARNES,12/19/1967,S,Female,lauren50@phoenixanalytic.co.ke,60000,0,Graduate Degree,Professional,Yes
26626,MR.,DALTON,TAYLOR,3/25/1967,S,Male,dalton8@phoenixanalytic.co.ke,60000,0,Graduate Degree,Professional,No
26627,MR.,JOSE,ALEXANDER,08/07/1967,M,Male,jose13@phoenixanalytic.co.ke,60000,0,Graduate Degree,Professional,No
26628,MR.,LUCAS,LEE,05/04/1927,S,Male,lucas36@phoenixanalytic.co.ke,40000,2,High School,Skilled Manual,No
26629,MRS.,MIRANDA,PRICE,02/06/1960,M,Female,miranda0@phoenixanalytic.co.ke,60000,1,Partial College,Skilled Manual,Yes
26630,MRS.,VANESSA,POWELL,3/15/1960,M,Female,vanessa9@phoenixanalytic.co.ke,60000,1,Partial College,Skilled Manual,Yes
26631,MR.,ISAIAH,STEWART,03/01/1960,M,Male,isaiah25@phoenixanalytic.co.ke,60000,1,Partial College,Skilled Manual,Yes
26632,MRS.,ISABELLA,MOORE,12/24/1960,M,Female,isabella63@phoenixanalytic.co.ke,60000,1,Partial College,Skilled Manual,Yes
26633,MRS.,GABRIELLE,WARD,11/08/1960,M,Female,gabrielle12@phoenixanalytic.co.ke,60000,1,Partial College,Skilled Manual,Yes
26634,MR.,DEVIN,WALKER,05/12/1960,M,Male,devin20@phoenixanalytic.co.ke,60000,1,Partial College,Skilled Manual,No
